molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,units,value
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,41.0,nM,7.39,,
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,nM,6.77,,
CHEMBL137635,CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,9300.0,nM,5.03,,
CHEMBL306988,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,500000.0,nM,,,
CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,3000000.0,nM,,,
CHEMBL77085,N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-],96000.0,nM,4.02,,
CHEMBL443268,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5310.0,nM,5.28,,
CHEMBL76979,COc1cc(/C=C(\C#N)C(=O)O)cc(OC)c1O,264000.0,nM,,,
CHEMBL76589,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,125.0,nM,6.9,,
CHEMBL77724,COc1cc(C=C(C#N)C#N)cc(OC)c1,1250000.0,nM,,,
CHEMBL420385,N#CC(C#N)=Cc1ccc(N2CCOCC2)cc1,625000.0,nM,,,
CHEMBL76904,N#CC(C#N)=Cc1ccc(O)c(O)c1,35000.0,nM,4.46,,
CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,900000.0,nM,,,
CHEMBL304271,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0.45,nM,9.35,,
CHEMBL296407,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,10000.0,nM,5.0,,
CHEMBL309625,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1,60000.0,nM,4.22,,
CHEMBL77825,COc1ccc(NN=C(C#N)C#N)cc1,600000.0,nM,,,
CHEMBL421877,COc1cc(C=C(C#N)C#N)cc(OC)c1O,850000.0,nM,,,
CHEMBL310798,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,3000.0,nM,5.52,,
CHEMBL135592,C/N=N/Nc1ccc2ncnc(N(C)c3ccccc3)c2c1,8000.0,nM,5.1,,
CHEMBL309866,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O,1300000.0,nM,,,
CHEMBL77381,N#C/C(=C/c1ccc[nH]1)C(=O)O,1360000.0,nM,,,
CHEMBL76602,N#C/C(=C\c1ccc(O)cc1)C(=O)O,165000.0,nM,,,
CHEMBL77737,N#CC(C#N)=Cc1ccncc1,250000.0,nM,,,
CHEMBL76983,N#CC(C#N)=Cc1ccc(F)cc1,1250000.0,nM,,,
CHEMBL308134,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,125000.0,nM,,,
CHEMBL136491,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,14.0,nM,7.85,,
CHEMBL77280,CC(=C(C#N)C#N)c1ccc(N)cc1,1250000.0,nM,,,
CHEMBL76557,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,625000.0,nM,,,
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,1000.0,nM,6.0,,
CHEMBL133024,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,100.0,nM,7.0,,
CHEMBL344652,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,13350.0,nM,4.88,,
CHEMBL77814,N#CC(C#N)=CNc1ccc(O)cc1,350000.0,nM,,,
CHEMBL47986,O=CN/C=C/c1cc(O)ccc1O,14000.0,nM,4.85,,
CHEMBL138125,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,238.0,nM,6.62,,
CHEMBL137364,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,64.0,nM,7.19,,
CHEMBL308339,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,1400000.0,nM,,,
CHEMBL78174,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,430000.0,nM,,,
CHEMBL302552,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,22.0,nM,7.66,,
CHEMBL309598,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,13500.0,nM,4.87,,
CHEMBL78302,COc1ccc(C=C(C#N)C#N)cc1O,250000.0,nM,,,
CHEMBL67057,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,4.5,nM,8.35,,
CHEMBL332096,Nc1ccc2ncnc(NCc3ccccc3)c2c1,508.0,nM,6.29,,
CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,450000.0,nM,,,
CHEMBL432903,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,200.0,nM,6.7,,
CHEMBL69964,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,210.0,nM,6.68,,
CHEMBL65848,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,1410.0,nM,5.85,,
CHEMBL78184,N#C/C(=C\c1ccc(F)cc1)C(=O)O,833000.0,nM,,,
CHEMBL76985,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,47000.0,nM,4.33,,
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,1200000.0,nM,,,
CHEMBL69629,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,6.5,nM,8.19,,
CHEMBL136492,CN(c1ccccc1)c1ncnc2ccc(N)cc12,8400.0,nM,5.08,,
CHEMBL77197,COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O,1100000.0,nM,,,
CHEMBL305695,N#CC(C#N)=Cc1ccc(O)cc1,560000.0,nM,,,
CHEMBL68258,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(N3CCCCC3)c21,20000.0,nM,,,
CHEMBL76587,N#CC(C#N)Cc1ccc(O)cc1,6500000.0,nM,,,
CHEMBL77456,COc1ccc(C=C(C#N)C#N)cc1,1250000.0,nM,,,
CHEMBL66570,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,13.0,nM,7.89,,
CHEMBL308048,N#C/C(=C\c1ccc(O)cc1)C(N)=O,800000.0,nM,,,
CHEMBL311119,N#CC(C#N)=Cc1ccc(C=O)cc1,60000.0,nM,4.22,,
CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1,37000.0,nM,4.43,,
CHEMBL77524,COc1ccc(/C=C(\C#N)C(=O)O)cc1,833000.0,nM,,,
CHEMBL305194,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,29.0,nM,7.54,,
CHEMBL307250,COc1cc(/C=C(\C#N)C(=O)O)ccc1O,325000.0,nM,,,
CHEMBL80155,COc1cc(C=C(C#N)C#N)cc(O)c1O,6000.0,nM,5.22,,
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,200.0,nM,6.7,,
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,44.0,nM,7.36,,
CHEMBL311564,COc1ccc(C(O)=C(C#N)C#N)cc1,450000.0,nM,,,
CHEMBL76642,N#C/C(=C/c1cc(O)ccc1O)C(=O)O,75000.0,nM,4.12,,
CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,4.7,nM,8.33,,
CHEMBL67003,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21,1.8,nM,8.74,,
CHEMBL307248,N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,640000.0,nM,,,
CHEMBL310958,N#CC(C#N)=NNc1ccc(O)cc1,225000.0,nM,,,
CHEMBL78005,N#CC(C#N)=Cc1ccc2c(c1)OCO2,350000.0,nM,,,
CHEMBL134312,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,11.0,nM,7.96,,
CHEMBL77243,CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O,55000.0,nM,4.26,,
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,1200.0,nM,5.92,,
CHEMBL77778,N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,450000.0,nM,,,
CHEMBL305246,Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,2.8,nM,8.55,,
CHEMBL69966,C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1,18.0,nM,7.75,,
CHEMBL47940,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,3200.0,nM,5.5,,
CHEMBL57712,N#CC(C#N)=Cc1cc[n+]([O-])cc1,1300000.0,nM,,,
CHEMBL77869,COc1cc(C=C(C#N)C#N)ccc1O,200000.0,nM,,,
CHEMBL69358,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,1.2,nM,8.92,,
CHEMBL137189,C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,200.0,nM,6.7,,
CHEMBL137617,C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,39.0,nM,7.41,,
CHEMBL137027,CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1,482.0,nM,6.32,,
CHEMBL78257,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,800.0,nM,6.1,,
CHEMBL76082,N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2,560000.0,nM,,,
CHEMBL77595,N#C/C(=C\c1ccccc1)C(=O)O,850000.0,nM,,,
CHEMBL309334,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1,2500.0,nM,5.6,,
CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1,260000.0,nM,,,
CHEMBL304971,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,410.0,nM,6.39,,
CHEMBL69071,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.9,nM,8.23,,
CHEMBL137534,CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,38.0,nM,7.42,,
CHEMBL137788,C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1,335.0,nM,6.47,,
CHEMBL69709,Cc1cc(C)c(/C=C2\C(=O)N(C)c3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,20000.0,nM,,,
CHEMBL424093,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1,25.0,nM,7.6,,
CHEMBL77030,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,2400.0,nM,5.62,,
CHEMBL78150,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,460000.0,nM,,,
CHEMBL69106,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc[nH]1,20000.0,nM,,,
CHEMBL264382,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,1.1,nM,8.96,,
CHEMBL308133,O=C(O)C(=Cc1ccc(O)cc1)C(=O)O,1500000.0,nM,,,
CHEMBL307179,COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,160000.0,nM,,,
CHEMBL305782,Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,180.0,nM,6.75,,
CHEMBL308672,CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,450.0,nM,6.35,,
CHEMBL133023,Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,24.0,nM,7.62,,
CHEMBL310400,N#CC(C#N)=Cc1cccc(O)c1,375000.0,nM,,,
CHEMBL136674,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,71.0,nM,7.15,,
CHEMBL73820,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O,25000.0,nM,4.6,,
CHEMBL79064,N#CC(C#N)=C(O)c1ccc(O)cc1,230000.0,nM,,,
CHEMBL77803,N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1,500.0,nM,6.3,,
CHEMBL75718,N#C/C=C/c1ccc(O)cc1,2400000.0,nM,,,
CHEMBL77298,COc1cc(C=C(C#N)C#N)cc(Br)c1O,153000.0,nM,,,
CHEMBL432941,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1,8880.0,nM,5.05,,
CHEMBL420609,COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,100000.0,nM,,,
CHEMBL419682,COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)c1,100000.0,nM,,,
CHEMBL322395,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl,3000.0,nM,5.52,,
CHEMBL88462,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL431996,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2,56500.0,nM,4.25,,
CHEMBL91250,COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL88771,O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2,100000.0,nM,,,
CHEMBL91815,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)cc1,100000.0,nM,,,
CHEMBL328029,O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL314995,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1CCCC2,100000.0,nM,,,
CHEMBL88483,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,100000.0,nM,,,
CHEMBL313746,O=C1Nc2cc(-c3ccccc3)ccc2/C1=C/c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL89363,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,100000.0,nM,,,
CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,100000.0,nM,,,
CHEMBL313500,COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1,100000.0,nM,,,
CHEMBL89010,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL86531,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,29100.0,nM,4.54,,
CHEMBL315753,O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2,100000.0,nM,,,
CHEMBL88606,O=C1Nc2ccc(Br)cc2/C1=C/c1cc2c([nH]1)CCCC2,100000.0,nM,,,
CHEMBL313821,COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2,100000.0,nM,,,
CHEMBL266969,O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21,50000.0,nM,,,
CHEMBL138691,C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,4.2,nM,8.38,,
CHEMBL52829,Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1,4.0,nM,8.4,,
CHEMBL52823,Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,380.0,nM,6.42,,
CHEMBL8000,O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,100000.0,nM,,,
CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.3,nM,8.48,,
CHEMBL322298,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,200.0,nM,6.7,,
CHEMBL111434,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,670.0,nM,6.17,,
CHEMBL111197,COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,30.0,nM,7.52,,
CHEMBL291667,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,100000.0,nM,,,
CHEMBL8091,COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC,100000.0,nM,,,
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,0.81,nM,9.09,,
CHEMBL113128,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,50000.0,nM,,,
CHEMBL51854,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,3.8,nM,8.42,,
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,515.0,nM,6.29,,
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,850.0,nM,6.07,,
CHEMBL8271,O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21,100000.0,nM,,,
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,17.0,nM,7.77,,
CHEMBL292323,COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12,6500.0,nM,5.19,,
CHEMBL334334,COC(=O)c1cccc(NCc2cc(O)ccc2O)c1,9000.0,nM,5.05,,
CHEMBL316764,O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,100000.0,nM,,,
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,1.5,nM,8.82,,
CHEMBL111365,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1,1300.0,nM,5.89,,
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,4.3,nM,8.37,,
CHEMBL64459,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1,100000.0,nM,,,
CHEMBL129989,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC,100000.0,nM,,,
CHEMBL132907,COC(=O)c1cc(NCc2ccccc2O)ccc1O,20000.0,nM,4.7,,
CHEMBL268368,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,100000.0,nM,,,
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.5,nM,8.82,,
CHEMBL110034,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21,5000.0,nM,,,
CHEMBL113023,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,250.0,nM,6.6,,
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.9,nM,8.54,,
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,10000.0,nM,5.0,,
CHEMBL106232,CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,4500.0,nM,5.35,,
CHEMBL327127,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,90.0,nM,7.05,,
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,0.81,nM,9.09,,
CHEMBL266487,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,50000.0,nM,,,
CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,nM,6.07,,
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.0,nM,7.89,,
CHEMBL267019,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,2500.0,nM,5.6,,
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.7,nM,9.15,,
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.5,nM,9.3,,
CHEMBL113356,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,50000.0,nM,,,
CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,54100.0,nM,4.27,,
CHEMBL62843,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,100000.0,nM,4.0,,
CHEMBL63009,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,100000.0,nM,,,
CHEMBL267941,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,50000.0,nM,,,
CHEMBL334697,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.17,nM,9.77,,
CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.73,nM,9.14,,
CHEMBL292287,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,100000.0,nM,,,
CHEMBL64430,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,5000.0,nM,5.3,,
CHEMBL64068,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,100000.0,nM,,,
CHEMBL62067,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,100000.0,nM,,,
CHEMBL64814,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,100000.0,nM,,,
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.7,nM,8.57,,
CHEMBL299347,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,50000.0,nM,,,
CHEMBL324926,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,330.0,nM,6.48,,
CHEMBL53311,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,82.0,nM,7.09,,
CHEMBL62176,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,1000.0,nM,6.0,,
CHEMBL130694,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,20000.0,nM,,,
CHEMBL423159,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,21000.0,nM,4.68,,
CHEMBL109759,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5000.0,nM,,,
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.76,nM,9.12,,
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.6,nM,8.8,,
CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.55,nM,9.26,,
CHEMBL53831,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1.5,nM,8.82,,
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,2.3,nM,8.64,,
CHEMBL50027,Clc1ncc2ncnc(Nc3ccccc3)c2n1,2550.0,nM,5.59,,
CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,74.0,nM,7.13,,
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,nM,8.57,,
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,0.61,nM,9.21,,
CHEMBL321193,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,150.0,nM,6.82,,
CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,700.0,nM,6.16,,
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,0.25,nM,9.6,,
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.6,nM,8.59,,
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.69,nM,9.16,,
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.2,nM,8.92,,
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.4,nM,8.85,,
